country,indicator,year,value
WSM,Fiscal balance,2028,-1.286
WSM,Fiscal balance,2029,-1.456
WSM,Fiscal balance,2030,-1.537
WSM,Fiscal balance,2031,-1.544
WSM,Gen gov debt,2027,16.635
WSM,Gen gov debt,2028,17.166
WSM,Gen gov debt,2029,17.746
WSM,Gen gov debt,2030,18.512
WSM,Gen gov debt,2031,19.173
SLB,GDP growth,2027,2.876
SLB,GDP growth,2028,2.955
SLB,GDP growth,2029,2.974
SLB,GDP growth,2030,3.037
SLB,GDP growth,2031,2.978
SLB,Inflation,2027,2.5
SLB,Inflation,2028,2.5
SLB,Inflation,2029,2.625
SLB,Inflation,2030,2.875
SLB,Inflation,2031,3.0
SLB,Fiscal balance,2027,-3.201
SLB,Fiscal balance,2028,-3.211
SLB,Fiscal balance,2029,-3.011
SLB,Fiscal balance,2030,-2.875
SLB,Fiscal balance,2031,-2.948
SLB,Fiscal balance,2027,-2.6
SLB,Fiscal balance,2028,-2.505
SLB,Fiscal balance,2029,-2.341
SLB,Fiscal balance,2030,-2.109
SLB,Fiscal balance,2031,-2.146
SLB,Gen gov debt,2027,31.254
SLB,Gen gov debt,2028,32.455
SLB,Gen gov debt,2029,33.373
SLB,Gen gov debt,2030,34.087
SLB,Gen gov debt,2031,34.94
THA,GDP growth,2027,2.101
THA,GDP growth,2028,2.292
THA,GDP growth,2029,2.456
THA,GDP growth,2030,2.497
THA,GDP growth,2031,2.5
THA,Inflation,2027,1.006
THA,Inflation,2028,1.2
THA,Inflation,2029,1.4
THA,Inflation,2030,1.5
THA,Inflation,2031,1.8
THA,Fiscal balance,2027,-1.942
THA,Fiscal balance,2028,-2.044
THA,Fiscal balance,2029,-2.189
THA,Fiscal balance,2030,-2.204
THA,Fiscal balance,2031,-2.216
THA,Fiscal balance,2027,-0.723
THA,Fiscal balance,2028,-0.751
THA,Fiscal balance,2029,-0.766
THA,Fiscal balance,2030,-0.775
THA,Fiscal balance,2031,-0.781
THA,Gen gov debt,2027,67.82
THA,Gen gov debt,2028,68.561
THA,Gen gov debt,2029,69.123
THA,Gen gov debt,2030,69.518
THA,Gen gov debt,2031,69.699
TLS,GDP growth,2027,3.8
TLS,GDP growth,2028,3.6
TLS,GDP growth,2029,3.4
TLS,GDP growth,2030,3.3
TLS,GDP growth,2031,3.2
TLS,Inflation,2027,1.989
TLS,Inflation,2028,2.0
TLS,Inflation,2029,2.0
TLS,Inflation,2030,2.0
TLS,Inflation,2031,2.0
TLS,Fiscal balance,2027,-50.647
TLS,Fiscal balance,2028,-51.032
TLS,Fiscal balance,2029,-51.272
TLS,Fiscal balance,2030,-51.496
TLS,Fiscal balance,2031,-51.733
TLS,Fiscal balance,2027,-50.262
TLS,Fiscal balance,2028,-50.664
TLS,Fiscal balance,2029,-50.919
TLS,Fiscal balance,2030,-51.158
TLS,Fiscal balance,2031,-51.555
TLS,Gen gov debt,2027,14.882
TLS,Gen gov debt,2028,14.761
TLS,Gen gov debt,2029,14.726
TLS,Gen gov debt,2030,14.747
TLS,Gen gov debt,2031,16.001
TON,GDP growth,2027,1.335
TON,GDP growth,2028,1.304
TON,GDP growth,2029,1.252
TON,GDP growth,2030,1.253
TON,GDP growth,2031,1.254
TON,Inflation,2027,6.2
TON,Inflation,2028,3.591
TON,Inflation,2029,3.643
TON,Inflation,2030,3.571
TON,Inflation,2031,3.626
TON,Fiscal balance,2027,-8.013
TON,Fiscal balance,2028,-9.269
TON,Fiscal balance,2029,-10.349
TON,Fiscal balance,2030,-11.71
TON,Fiscal balance,2031,-11.636
TON,Fiscal balance,2027,-7.561
TON,Fiscal balance,2028,-8.733
TON,Fiscal balance,2029,-9.71
TON,Fiscal balance,2030,-10.933
TON,Fiscal balance,2031,-10.709
TON,Gen gov debt,2027,41.109
TON,Gen gov debt,2028,48.947
TON,Gen gov debt,2029,57.613
TON,Gen gov debt,2030,67.342
TON,Gen gov debt,2031,76.65
TUV,GDP growth,2027,2.379
TUV,GDP growth,2028,2.316
TUV,GDP growth,2029,2.013
TUV,GDP growth,2030,1.806
TUV,GDP growth,2031,1.645
TUV,Inflation,2027,2.691
TUV,Inflation,2028,2.53
TUV,Inflation,2029,2.474
TUV,Inflation,2030,2.452
TUV,Inflation,2031,2.466
TUV,Fiscal balance,2027,-4.539
TUV,Fiscal balance,2028,-5.825
TUV,Fiscal balance,2029,-6.929
TUV,Fiscal balance,2030,-7.903
TUV,Fiscal balance,2031,-8.776
TUV,Fiscal balance,2027,-7.51
TUV,Fiscal balance,2028,-8.8
TUV,Fiscal balance,2029,-9.907
TUV,Fiscal balance,2030,-10.884
TUV,Fiscal balance,2031,-11.761
TUV,Gen gov debt,2027,2.912
TUV,Gen gov debt,2028,2.618
TUV,Gen gov debt,2029,2.353
TUV,Gen gov debt,2030,2.11
TUV,Gen gov debt,2031,1.888
VUT,GDP growth,2027,3.15
VUT,GDP growth,2028,2.796
VUT,GDP growth,2029,2.548
VUT,GDP growth,2030,2.531
VUT,GDP growth,2031,2.457
VUT,Inflation,2027,3.36
VUT,Inflation,2028,2.298
VUT,Inflation,2029,2.253
VUT,Inflation,2030,2.253
VUT,Inflation,2031,2.253
VUT,Fiscal balance,2027,-3.966
VUT,Fiscal balance,2028,-3.88
VUT,Fiscal balance,2029,-3.818
VUT,Fiscal balance,2030,-3.705
VUT,Fiscal balance,2031,-3.762
VUT,Fiscal balance,2027,-2.559
VUT,Fiscal balance,2028,-2.317
VUT,Fiscal balance,2029,-2.078
VUT,Fiscal balance,2030,-1.827
VUT,Fiscal balance,2031,-1.81
VUT,Gen gov debt,2027,45.252
VUT,Gen gov debt,2028,47.336
VUT,Gen gov debt,2029,49.347
VUT,Gen gov debt,2030,51.142
VUT,Gen gov debt,2031,52.929
VNM,GDP growth,2027,6.7
VNM,GDP growth,2028,6.2
VNM,GDP growth,2029,5.6
VNM,GDP growth,2030,5.39
VNM,GDP growth,2031,5.39
VNM,Inflation,2027,4.559
VNM,Inflation,2028,3.663
VNM,Inflation,2029,3.6
VNM,Inflation,2030,3.6
VNM,Inflation,2031,3.6
VNM,Fiscal balance,2027,-1.555
VNM,Fiscal balance,2028,-1.402
VNM,Fiscal balance,2029,-1.316
VNM,Fiscal balance,2030,-1.316
VNM,Fiscal balance,2031,-1.251
VNM,Fiscal balance,2027,-0.671
VNM,Fiscal balance,2028,-0.5
VNM,Fiscal balance,2029,-0.395
VNM,Fiscal balance,2030,-0.373
VNM,Fiscal balance,2031,-0.303
VNM,Gen gov debt,2027,29.049
VNM,Gen gov debt,2028,28.277
VNM,Gen gov debt,2029,27.664
VNM,Gen gov debt,2030,27.166
VNM,Gen gov debt,2031,26.634
ALB,GDP growth,2027,3.195
ALB,GDP growth,2028,3.239
ALB,GDP growth,2029,3.185
ALB,GDP growth,2030,3.178
ALB,GDP growth,2031,3.177
ALB,Inflation,2027,3.117
ALB,Inflation,2028,2.974
ALB,Inflation,2029,2.999
ALB,Inflation,2030,2.999
ALB,Inflation,2031,3.007
ALB,Fiscal balance,2027,-2.241
ALB,Fiscal balance,2028,-2.254
ALB,Fiscal balance,2029,-2.218
ALB,Fiscal balance,2030,-2.293
ALB,Fiscal balance,2031,-2.25
ALB,Fiscal balance,2027,-0.005
ALB,Fiscal balance,2028,0.004
ALB,Fiscal balance,2029,0.009
ALB,Fiscal balance,2030,-0.012
ALB,Fiscal balance,2031,0.006
ALB,Gen gov debt,2027,50.702
ALB,Gen gov debt,2028,49.941
ALB,Gen gov debt,2029,49.222
ALB,Gen gov debt,2030,48.611
ALB,Gen gov debt,2031,47.994
BLR,GDP growth,2027,0.989
BLR,GDP growth,2028,1.041
BLR,GDP growth,2029,0.943
BLR,GDP growth,2030,0.97
BLR,GDP growth,2031,0.918
BLR,Inflation,2027,6.167
BLR,Inflation,2028,5.72
BLR,Inflation,2029,5.127
BLR,Inflation,2030,5.029
BLR,Inflation,2031,4.978
BLR,Fiscal balance,2027,-0.167
BLR,Fiscal balance,2028,-0.137
BLR,Fiscal balance,2029,-0.163
BLR,Fiscal balance,2030,-0.192
BLR,Fiscal balance,2031,-0.252
BLR,Fiscal balance,2027,0.926
BLR,Fiscal balance,2028,0.92
BLR,Fiscal balance,2029,0.852
BLR,Fiscal balance,2030,0.791
BLR,Fiscal balance,2031,0.703
BLR,Gen gov debt,2027,31.543
BLR,Gen gov debt,2028,30.708
BLR,Gen gov debt,2029,29.693
BLR,Gen gov debt,2030,28.885
BLR,Gen gov debt,2031,28.158
BIH,GDP growth,2027,2.7
BIH,GDP growth,2028,3.0
BIH,GDP growth,2029,3.0
BIH,GDP growth,2030,3.0
BIH,GDP growth,2031,3.0
BIH,Inflation,2027,2.882
BIH,Inflation,2028,2.041
BIH,Inflation,2029,2.047
BIH,Inflation,2030,2.022
BIH,Inflation,2031,1.984
BIH,Fiscal balance,2027,-4.256
BIH,Fiscal balance,2028,-4.521
BIH,Fiscal balance,2029,-4.607
BIH,Fiscal balance,2030,-4.613
BIH,Fiscal balance,2031,-4.626
BIH,Fiscal balance,2027,-2.883
BIH,Fiscal balance,2028,-2.961
BIH,Fiscal balance,2029,-2.845
BIH,Fiscal balance,2030,-2.68
BIH,Fiscal balance,2031,-2.465
BIH,Gen gov debt,2027,32.528
BIH,Gen gov debt,2028,34.834
BIH,Gen gov debt,2029,37.101
BIH,Gen gov debt,2030,39.355
BIH,Gen gov debt,2031,41.703
BGR,GDP growth,2027,2.476
BGR,GDP growth,2028,2.758
BGR,GDP growth,2029,2.638
BGR,GDP growth,2030,2.64
BGR,GDP growth,2031,2.637
BGR,Inflation,2027,3.714
BGR,Inflation,2028,3.446
BGR,Inflation,2029,2.546
BGR,Inflation,2030,2.407
BGR,Inflation,2031,2.246
BGR,Fiscal balance,2027,-3.552
BGR,Fiscal balance,2028,-3.343
BGR,Fiscal balance,2029,-3.372
BGR,Fiscal balance,2030,-3.363
BGR,Fiscal balance,2031,-3.335
BGR,Fiscal balance,2027,-2.712
BGR,Fiscal balance,2028,-2.39
BGR,Fiscal balance,2029,-2.518
BGR,Fiscal balance,2030,-2.448
BGR,Fiscal balance,2031,-2.359
BGR,Gen gov debt,2027,29.738
BGR,Gen gov debt,2028,30.872
BGR,Gen gov debt,2029,32.725
BGR,Gen gov debt,2030,34.354
BGR,Gen gov debt,2031,35.852
HUN,GDP growth,2027,2.05
HUN,GDP growth,2028,2.268
HUN,GDP growth,2029,2.511
HUN,GDP growth,2030,2.511
HUN,GDP growth,2031,2.511
HUN,Inflation,2027,3.467
HUN,Inflation,2028,3.065
HUN,Inflation,2029,2.983
HUN,Inflation,2030,2.996
HUN,Inflation,2031,3.009
HUN,Fiscal balance,2027,-5.723
HUN,Fiscal balance,2028,-5.847
HUN,Fiscal balance,2029,-5.71
HUN,Fiscal balance,2030,-5.605
HUN,Fiscal balance,2031,-5.487
HUN,Fiscal balance,2027,-1.975
HUN,Fiscal balance,2028,-1.805
HUN,Fiscal balance,2029,-1.425
HUN,Fiscal balance,2030,-1.022
HUN,Fiscal balance,2031,-0.724
HUN,Gen gov debt,2027,80.265
HUN,Gen gov debt,2028,82.778
HUN,Gen gov debt,2029,84.985
HUN,Gen gov debt,2030,87.014
HUN,Gen gov debt,2031,88.793
MDA,GDP growth,2027,3.2
MDA,GDP growth,2028,3.65
MDA,GDP growth,2029,3.6
MDA,GDP growth,2030,3.55
MDA,GDP growth,2031,3.5
MDA,Inflation,2027,5.463
MDA,Inflation,2028,4.961
MDA,Inflation,2029,5.0
MDA,Inflation,2030,5.0
MDA,Inflation,2031,5.0
MDA,Fiscal balance,2027,-4.7
MDA,Fiscal balance,2028,-4.306
MDA,Fiscal balance,2029,-4.026
MDA,Fiscal balance,2030,-3.594
MDA,Fiscal balance,2031,-3.369
MDA,Fiscal balance,2027,-3.041
MDA,Fiscal balance,2028,-2.634
MDA,Fiscal balance,2029,-2.314
MDA,Fiscal balance,2030,-1.865
MDA,Fiscal balance,2031,-1.64
MDA,Gen gov debt,2027,40.832
MDA,Gen gov debt,2028,41.719
MDA,Gen gov debt,2029,42.34
MDA,Gen gov debt,2030,42.493
MDA,Gen gov debt,2031,42.527
MNE,GDP growth,2027,2.7
MNE,GDP growth,2028,3.2
MNE,GDP growth,2029,3.005
MNE,GDP growth,2030,2.99
MNE,GDP growth,2031,3.0
MNE,Inflation,2027,2.856
MNE,Inflation,2028,2.25
MNE,Inflation,2029,2.208
MNE,Inflation,2030,2.218
MNE,Inflation,2031,2.218
MNE,Fiscal balance,2027,-3.999
MNE,Fiscal balance,2028,-3.797
MNE,Fiscal balance,2029,-3.893
MNE,Fiscal balance,2030,-4.041
MNE,Fiscal balance,2031,-4.331
MNE,Fiscal balance,2027,-1.399
MNE,Fiscal balance,2028,-1.224
MNE,Fiscal balance,2029,-1.32
MNE,Fiscal balance,2030,-1.464
MNE,Fiscal balance,2031,-1.428
MNE,Gen gov debt,2027,62.788
MNE,Gen gov debt,2028,63.125
MNE,Gen gov debt,2029,64.096
MNE,Gen gov debt,2030,64.973
MNE,Gen gov debt,2031,66.052
MKD,GDP growth,2027,3.0
MKD,GDP growth,2028,3.0
MKD,GDP growth,2029,3.0
MKD,GDP growth,2030,3.0
MKD,GDP growth,2031,3.0
MKD,Inflation,2027,4.1
MKD,Inflation,2028,3.2
MKD,Inflation,2029,2.5
MKD,Inflation,2030,2.2
MKD,Inflation,2031,2.0
MKD,Fiscal balance,2027,-3.868
MKD,Fiscal balance,2028,-3.559
MKD,Fiscal balance,2029,-3.259
MKD,Fiscal balance,2030,-2.959
MKD,Fiscal balance,2031,-2.965
MKD,Fiscal balance,2027,-1.914
MKD,Fiscal balance,2028,-1.314
MKD,Fiscal balance,2029,-1.014
MKD,Fiscal balance,2030,-0.714
MKD,Fiscal balance,2031,-0.715
MKD,Gen gov debt,2027,53.356
MKD,Gen gov debt,2028,53.594
MKD,Gen gov debt,2029,53.994
MKD,Gen gov debt,2030,53.838
MKD,Gen gov debt,2031,53.82
POL,GDP growth,2027,2.38
POL,GDP growth,2028,2.631
POL,GDP growth,2029,2.553
POL,GDP growth,2030,2.482
POL,GDP growth,2031,2.481
POL,Inflation,2027,3.284
POL,Inflation,2028,3.85
POL,Inflation,2029,2.7
POL,Inflation,2030,2.5
POL,Inflation,2031,2.5
POL,Fiscal balance,2027,-6.365
POL,Fiscal balance,2028,-5.72
POL,Fiscal balance,2029,-5.392
POL,Fiscal balance,2030,-5.023
POL,Fiscal balance,2031,-4.811
POL,Fiscal balance,2027,-3.637
POL,Fiscal balance,2028,-3.049
POL,Fiscal balance,2029,-2.657
POL,Fiscal balance,2030,-2.248
POL,Fiscal balance,2031,-2.029
POL,Gen gov debt,2027,69.573
POL,Gen gov debt,2028,71.568
POL,Gen gov debt,2029,73.859
POL,Gen gov debt,2030,75.846
POL,Gen gov debt,2031,77.574
ROU,GDP growth,2027,2.452
ROU,GDP growth,2028,2.701
ROU,GDP growth,2029,2.863
ROU,GDP growth,2030,3.084
ROU,GDP growth,2031,3.069
ROU,Inflation,2027,3.857
ROU,Inflation,2028,4.295
ROU,Inflation,2029,2.994
ROU,Inflation,2030,2.797
ROU,Inflation,2031,2.537
ROU,Fiscal balance,2027,-5.763
ROU,Fiscal balance,2028,-5.748
ROU,Fiscal balance,2029,-5.63
ROU,Fiscal balance,2030,-5.377
ROU,Fiscal balance,2031,-5.242
ROU,Fiscal balance,2027,-2.865
ROU,Fiscal balance,2028,-2.643
ROU,Fiscal balance,2029,-2.179
ROU,Fiscal balance,2030,-1.872
ROU,Fiscal balance,2031,-1.579
ROU,Gen gov debt,2027,63.876
ROU,Gen gov debt,2028,65.292
ROU,Gen gov debt,2029,67.253
ROU,Gen gov debt,2030,68.835
ROU,Gen gov debt,2031,70.394
RUS,GDP growth,2027,1.088
RUS,GDP growth,2028,1.0
RUS,GDP growth,2029,1.0
RUS,GDP growth,2030,1.0
RUS,GDP growth,2031,1.0
RUS,Inflation,2027,4.278
RUS,Inflation,2028,4.0
RUS,Inflation,2029,4.0
RUS,Inflation,2030,4.0
RUS,Inflation,2031,4.0
RUS,Fiscal balance,2027,-2.424
RUS,Fiscal balance,2028,-3.133
RUS,Fiscal balance,2029,-2.395
RUS,Fiscal balance,2030,-2.5
RUS,Fiscal balance,2031,-2.756
RUS,Fiscal balance,2027,-1.387
RUS,Fiscal balance,2028,-1.875
RUS,Fiscal balance,2029,-0.93
RUS,Fiscal balance,2030,-0.896
RUS,Fiscal balance,2031,-0.997
RUS,Gen gov debt,2027,21.165
RUS,Gen gov debt,2028,23.623
RUS,Gen gov debt,2029,25.375
RUS,Gen gov debt,2030,27.2
RUS,Gen gov debt,2031,29.131
SRB,GDP growth,2027,3.538
SRB,GDP growth,2028,3.481
SRB,GDP growth,2029,3.491
SRB,GDP growth,2030,3.546
SRB,GDP growth,2031,3.546
SRB,Inflation,2027,4.865
SRB,Inflation,2028,2.98
SRB,Inflation,2029,2.97
SRB,Inflation,2030,2.97
SRB,Inflation,2031,2.97
SRB,Fiscal balance,2027,-2.905
SRB,Fiscal balance,2028,-2.466
SRB,Fiscal balance,2029,-2.413
SRB,Fiscal balance,2030,-1.927
SRB,Fiscal balance,2031,-1.928
SRB,Fiscal balance,2027,-0.985
SRB,Fiscal balance,2028,-0.57
SRB,Fiscal balance,2029,-0.51
SRB,Fiscal balance,2030,-0.065
SRB,Fiscal balance,2031,-0.048
SRB,Gen gov debt,2027,42.968
SRB,Gen gov debt,2028,42.74
SRB,Gen gov debt,2029,42.595
SRB,Gen gov debt,2030,42.351
SRB,Gen gov debt,2031,42.103
TUR,GDP growth,2027,3.472
TUR,GDP growth,2028,3.839
TUR,GDP growth,2029,4.009
TUR,GDP growth,2030,4.033
TUR,GDP growth,2031,4.023
TUR,Inflation,2027,21.357
TUR,Inflation,2028,16.986
TUR,Inflation,2029,15.004
TUR,Inflation,2030,15.004
TUR,Inflation,2031,15.004
TUR,Fiscal balance,2027,-3.666
TUR,Fiscal balance,2028,-3.514
TUR,Fiscal balance,2029,-2.895
TUR,Fiscal balance,2030,-2.788
TUR,Fiscal balance,2031,-2.683
TUR,Fiscal balance,2027,-0.266
TUR,Fiscal balance,2028,-0.322
TUR,Fiscal balance,2029,-0.304
TUR,Fiscal balance,2030,-0.275
TUR,Fiscal balance,2031,-0.268
TUR,Gen gov debt,2027,26.894
TUR,Gen gov debt,2028,27.315
TUR,Gen gov debt,2029,27.411
TUR,Gen gov debt,2030,28.042
TUR,Gen gov debt,2031,27.486
UKR,GDP growth,2027,3.5
UKR,GDP growth,2028,4.2
UKR,GDP growth,2029,3.9
UKR,GDP growth,2030,3.7
UKR,GDP growth,2031,3.6
UKR,Inflation,2027,7.657
UKR,Inflation,2028,5.699
UKR,Inflation,2029,5.181
UKR,Inflation,2030,5.0
UKR,Inflation,2031,4.998
UKR,Fiscal balance,2027,-17.676
UKR,Fiscal balance,2028,-7.425
UKR,Fiscal balance,2029,-2.871
UKR,Fiscal balance,2030,-1.996
UKR,Fiscal balance,2031,-1.299
UKR,Fiscal balance,2027,-14.109
UKR,Fiscal balance,2028,-3.514
UKR,Fiscal balance,2029,0.892
UKR,Fiscal balance,2030,1.382
UKR,Fiscal balance,2031,1.825
UKR,Gen gov debt,2027,137.104
UKR,Gen gov debt,2028,135.472
UKR,Gen gov debt,2029,131.888
UKR,Gen gov debt,2030,125.703
UKR,Gen gov debt,2031,119.609
ATG,GDP growth,2027,2.398
ATG,GDP growth,2028,2.497
ATG,GDP growth,2029,2.503
ATG,GDP growth,2030,2.508
ATG,GDP growth,2031,2.514
ATG,Inflation,2027,2.057
ATG,Inflation,2028,1.958
ATG,Inflation,2029,1.958
ATG,Inflation,2030,1.958
ATG,Inflation,2031,1.958
ATG,Fiscal balance,2027,-1.149
ATG,Fiscal balance,2028,-0.982
ATG,Fiscal balance,2029,-0.96
ATG,Fiscal balance,2030,-0.958
ATG,Fiscal balance,2031,-0.946
ATG,Fiscal balance,2027,0.864
ATG,Fiscal balance,2028,1.0
ATG,Fiscal balance,2029,1.0
ATG,Fiscal balance,2030,1.0
ATG,Fiscal balance,2031,1.0
ATG,Gen gov debt,2027,65.208
ATG,Gen gov debt,2028,63.899
ATG,Gen gov debt,2029,62.263
ATG,Gen gov debt,2030,60.423
ATG,Gen gov debt,2031,58.411
ARG,GDP growth,2027,4.003
ARG,GDP growth,2028,3.768
ARG,GDP growth,2029,3.537
ARG,GDP growth,2030,3.151
ARG,GDP growth,2031,3.04
ARG,Inflation,2027,15.667
ARG,Inflation,2028,9.554
ARG,Inflation,2029,7.5
ARG,Inflation,2030,7.5
ARG,Inflation,2031,7.5
ARG,Fiscal balance,2027,0.374
ARG,Fiscal balance,2028,0.28
ARG,Fiscal balance,2029,0.824
ARG,Fiscal balance,2030,1.144
ARG,Fiscal balance,2031,1.28
ARG,Fiscal balance,2027,2.254
ARG,Fiscal balance,2028,2.311
ARG,Fiscal balance,2029,3.077
ARG,Fiscal balance,2030,3.315
ARG,Fiscal balance,2031,3.405
ARG,Gen gov debt,2027,68.062
ARG,Gen gov debt,2028,63.035
ARG,Gen gov debt,2029,59.32
ARG,Gen gov debt,2030,55.366
ARG,Gen gov debt,2031,52.158
ABW,GDP growth,2027,2.029
ABW,GDP growth,2028,1.48
ABW,GDP growth,2029,1.435
ABW,GDP growth,2030,1.413
ABW,GDP growth,2031,1.329
ABW,Inflation,2027,2.0
ABW,Inflation,2028,2.0
ABW,Inflation,2029,2.0
ABW,Inflation,2030,2.0
ABW,Inflation,2031,2.0
ABW,Fiscal balance,2027,1.064
ABW,Fiscal balance,2028,1.064
ABW,Fiscal balance,2029,1.063
ABW,Fiscal balance,2030,1.062
ABW,Fiscal balance,2031,1.087
ABW,Fiscal balance,2027,4.554
ABW,Fiscal balance,2028,4.557
ABW,Fiscal balance,2029,4.413
ABW,Fiscal balance,2030,4.214
ABW,Fiscal balance,2031,3.919
ABW,Gen gov debt,2027,57.484
ABW,Gen gov debt,2028,54.988
ABW,Gen gov debt,2029,52.583
ABW,Gen gov debt,2030,50.262
ABW,Gen gov debt,2031,48.028
BHS,GDP growth,2027,1.9
BHS,GDP growth,2028,1.8
BHS,GDP growth,2029,1.55
BHS,GDP growth,2030,1.5
BHS,GDP growth,2031,1.5
BHS,Inflation,2027,1.885
BHS,Inflation,2028,1.987
BHS,Inflation,2029,2.029
BHS,Inflation,2030,2.009
BHS,Inflation,2031,1.974
BHS,Fiscal balance,2027,-0.338
BHS,Fiscal balance,2028,-0.273
BHS,Fiscal balance,2029,0.108
BHS,Fiscal balance,2030,0.161
BHS,Fiscal balance,2031,0.25
BHS,Fiscal balance,2027,3.622
BHS,Fiscal balance,2028,3.665
BHS,Fiscal balance,2029,3.737
BHS,Fiscal balance,2030,3.668
BHS,Fiscal balance,2031,3.6
BHS,Gen gov debt,2027,70.215
BHS,Gen gov debt,2028,68.461
BHS,Gen gov debt,2029,66.301
BHS,Gen gov debt,2030,64.129
BHS,Gen gov debt,2031,61.934
BRB,GDP growth,2027,2.228
BRB,GDP growth,2028,2.0
BRB,GDP growth,2029,2.0
BRB,GDP growth,2030,2.0
BRB,GDP growth,2031,2.0
BRB,Inflation,2027,2.174
BRB,Inflation,2028,2.198
BRB,Inflation,2029,2.364
BRB,Inflation,2030,2.369
BRB,Inflation,2031,2.405
BRB,Fiscal balance,2027,0.167
BRB,Fiscal balance,2028,0.136
BRB,Fiscal balance,2029,0.289
BRB,Fiscal balance,2030,0.389
BRB,Fiscal balance,2031,0.604
BRB,Fiscal balance,2027,4.105
BRB,Fiscal balance,2028,4.126
BRB,Fiscal balance,2029,4.13
BRB,Fiscal balance,2030,4.093
BRB,Fiscal balance,2031,4.146
BRB,Gen gov debt,2027,85.078
BRB,Gen gov debt,2028,81.17
BRB,Gen gov debt,2029,77.032
BRB,Gen gov debt,2030,73.099
BRB,Gen gov debt,2031,69.109
BLZ,GDP growth,2027,2.118
BLZ,GDP growth,2028,2.0
BLZ,GDP growth,2029,2.0
BLZ,GDP growth,2030,2.0
BLZ,GDP growth,2031,2.0
BLZ,Inflation,2027,1.549
BLZ,Inflation,2028,1.26
BLZ,Inflation,2029,1.26
BLZ,Inflation,2030,1.26
BLZ,Inflation,2031,1.26
BLZ,Fiscal balance,2027,-1.786
BLZ,Fiscal balance,2028,-1.64
BLZ,Fiscal balance,2029,-1.276
BLZ,Fiscal balance,2030,-1.128
BLZ,Fiscal balance,2031,-1.087
BLZ,Fiscal balance,2027,0.686
BLZ,Fiscal balance,2028,0.839
BLZ,Fiscal balance,2029,1.166
BLZ,Fiscal balance,2030,1.245
BLZ,Fiscal balance,2031,1.245
BLZ,Gen gov debt,2027,62.728
BLZ,Gen gov debt,2028,62.372
BLZ,Gen gov debt,2029,61.664
BLZ,Gen gov debt,2030,60.831
BLZ,Gen gov debt,2031,59.983
BRA,GDP growth,2027,1.961
BRA,GDP growth,2028,2.352
BRA,GDP growth,2029,2.503
BRA,GDP growth,2030,2.503
BRA,GDP growth,2031,2.503
BRA,Inflation,2027,3.353
BRA,Inflation,2028,2.996
BRA,Inflation,2029,2.989
BRA,Inflation,2030,3.0
BRA,Inflation,2031,2.995
BRA,Fiscal balance,2027,-6.871
BRA,Fiscal balance,2028,-6.169
BRA,Fiscal balance,2029,-6.041
BRA,Fiscal balance,2030,-6.086
BRA,Fiscal balance,2031,-6.109
BRA,Fiscal balance,2027,-0.444
BRA,Fiscal balance,2028,0.082
BRA,Fiscal balance,2029,0.429
BRA,Fiscal balance,2030,0.509
BRA,Fiscal balance,2031,0.575
BRA,Gen gov debt,2027,99.997
BRA,Gen gov debt,2028,102.288
BRA,Gen gov debt,2029,104.142
BRA,Gen gov debt,2030,105.505
BRA,Gen gov debt,2031,106.52
CHL,GDP growth,2027,2.572
CHL,GDP growth,2028,2.329
CHL,GDP growth,2029,2.312
CHL,GDP growth,2030,2.265
CHL,GDP growth,2031,2.265
CHL,Inflation,2027,3.329
CHL,Inflation,2028,3.0
CHL,Inflation,2029,3.0
CHL,Inflation,2030,3.0
CHL,Inflation,2031,3.0
CHL,Fiscal balance,2027,-1.883
CHL,Fiscal balance,2028,-1.785
CHL,Fiscal balance,2029,-1.99
CHL,Fiscal balance,2030,-2.039
CHL,Fiscal balance,2031,-2.005
CHL,Fiscal balance,2027,-1.003
CHL,Fiscal balance,2028,-0.684
CHL,Fiscal balance,2029,-0.772
CHL,Fiscal balance,2030,-0.748
CHL,Fiscal balance,2031,-0.769
CHL,Gen gov debt,2027,44.437
CHL,Gen gov debt,2028,45.527
CHL,Gen gov debt,2029,46.818
CHL,Gen gov debt,2030,48.068
CHL,Gen gov debt,2031,49.169
COL,GDP growth,2027,2.542
COL,GDP growth,2028,2.62
COL,GDP growth,2029,2.74
COL,GDP growth,2030,2.76
COL,GDP growth,2031,2.76
COL,Inflation,2027,5.198
COL,Inflation,2028,3.378
COL,Inflation,2029,3.018
COL,Inflation,2030,2.988
COL,Inflation,2031,2.988
COL,Fiscal balance,2027,-4.323
COL,Fiscal balance,2028,-2.741
COL,Fiscal balance,2029,-2.509
COL,Fiscal balance,2030,-2.389
COL,Fiscal balance,2031,-2.412
COL,Fiscal balance,2027,-0.868
COL,Fiscal balance,2028,0.593
COL,Fiscal balance,2029,0.816
COL,Fiscal balance,2030,0.803
COL,Fiscal balance,2031,0.724
COL,Gen gov debt,2027,61.311
COL,Gen gov debt,2028,60.961
COL,Gen gov debt,2029,60.45
COL,Gen gov debt,2030,59.815
COL,Gen gov debt,2031,59.229
CRI,GDP growth,2027,3.567
CRI,GDP growth,2028,3.556
CRI,GDP growth,2029,3.51
CRI,GDP growth,2030,3.46
CRI,GDP growth,2031,3.46
CRI,Inflation,2027,2.047
CRI,Inflation,2028,2.3
CRI,Inflation,2029,2.5
CRI,Inflation,2030,3.0
